sale_id,sale_date,customer_id,product_id,quantity_kg,selling_price_per_kg,cost_price_per_kg,amount_paid,total_amount,profit,outstanding
921,2026-01-12,18,5,3931.2,1.26,0.71,4484.42,4953.31,2162.16,468.89
922,2026-01-12,19,1,1563.9,4.63,3.17,6616.42,7240.86,2283.29,624.44
923,2026-01-12,21,5,5904.7,1.15,0.71,6816.6,6790.4,2598.07,-26.2
924,2026-01-13,23,1,1487.4,4.46,3.03,3250.84,6633.8,2126.98,3382.96
925,2026-01-13,14,5,4459.3,1.17,0.71,3716.88,5217.38,2051.28,1500.5
926,2026-01-13,17,3,2386.8,3.63,2.49,4350.92,8664.08,2720.95,4313.16
927,2026-01-13,16,4,2509.3,2.25,1.62,1848.14,5645.92,1580.86,3797.78
928,2026-01-13,16,1,3247.9,4.73,3.19,7243.79,15362.57,5001.77,8118.78
929,2026-01-13,19,6,4494.8,0.44,0.21,1668.14,1977.71,1033.8,309.57
930,2026-01-13,25,3,2054.1,3.71,2.45,6067.64,7620.71,2588.17,1553.07
931,2026-01-13,21,4,5660.8,2.41,1.58,13656.8,13642.53,4698.46,-14.27
932,2026-01-14,16,5,2214.4,1.23,0.72,1896.32,2723.71,1129.34,827.39
933,2026-01-14,18,1,2515.7,4.48,3.03,11028.41,11270.34,3647.77,241.93
934,2026-01-15,12,4,4423.9,2.35,1.63,4467.03,10396.16,3185.21,5929.13
935,2026-01-15,22,4,2476.1,2.26,1.6,2523.84,5595.99,1634.23,3072.15
936,2026-01-15,24,5,3573.1,1.22,0.72,4345.77,4359.18,1786.55,13.41
937,2026-01-15,20,3,2959.1,3.63,2.57,8478.47,10741.53,3136.65,2263.06
938,2026-01-16,19,4,3098.7,2.34,1.58,6127.29,7250.96,2355.01,1123.67
939,2026-01-16,23,5,4394.2,1.26,0.68,2726.63,5536.69,2548.64,2810.06
940,2026-01-16,4,2,4349.3,4.18,2.72,18170.38,18180.07,6349.98,9.69
941,2026-01-16,13,3,5053.8,3.76,2.43,17305.77,19002.29,6721.55,1696.52
942,2026-01-16,22,4,3251.2,2.21,1.62,4090.19,7185.15,1918.21,3094.96
943,2026-01-16,16,3,3190.2,3.46,2.45,7340.28,11038.09,3222.1,3697.81
944,2026-01-16,18,2,3139.1,3.9,2.65,11056.51,12242.49,3923.88,1185.98
945,2026-01-17,16,6,3243.2,0.45,0.2,683.67,1459.44,810.8,775.77
946,2026-01-17,10,3,7592.7,3.55,2.5,10984.42,26954.08,7972.33,15969.66
947,2026-01-17,21,3,524.6,3.8,2.55,1991.75,1993.48,655.75,1.73
948,2026-01-17,4,5,4893.3,1.27,0.71,4999.95,6214.49,2740.25,1214.54
949,2026-01-17,7,5,1969.8,1.2,0.72,2083.98,2363.76,945.5,279.78
950,2026-01-18,3,3,4414.0,3.57,2.47,10218.89,15757.98,4855.4,5539.09
951,2026-01-19,13,6,2290.5,0.48,0.2,1091.0,1099.44,641.34,8.44
952,2026-01-19,13,1,4166.7,4.55,3.07,10193.8,18958.48,6166.72,8764.68
953,2026-01-20,13,4,2062.3,2.3,1.6,3808.35,4743.29,1443.61,934.94
954,2026-01-21,22,2,2391.3,4.03,2.74,5683.92,9636.94,3084.78,3953.02
955,2026-01-21,3,6,1195.4,0.46,0.2,551.33,549.88,310.8,-1.45
956,2026-01-21,14,3,3125.9,3.5,2.51,6756.99,10940.65,3094.64,4183.66
957,2026-01-21,4,4,5829.8,2.23,1.64,12964.49,13000.45,3439.58,35.96
958,2026-01-21,7,2,4862.6,4.21,2.68,19320.9,20471.55,7439.78,1150.65
959,2026-01-22,18,2,3884.9,4.03,2.75,15660.49,15656.15,4972.67,-4.34
960,2026-01-22,6,6,2065.1,0.46,0.2,581.02,949.95,536.93,368.93
961,2026-01-22,24,1,7073.0,4.56,3.19,30579.95,32252.88,9690.01,1672.93
962,2026-01-22,21,5,3647.1,1.27,0.71,4634.92,4631.82,2042.38,-3.1
963,2026-01-23,22,5,2942.1,1.27,0.72,2718.98,3736.47,1618.16,1017.49
964,2026-01-23,4,5,2107.7,1.23,0.69,2600.99,2592.47,1138.16,-8.52
965,2026-01-23,10,3,1819.4,3.62,2.49,4963.74,6586.23,2055.92,1622.49
966,2026-01-24,17,1,3227.6,4.57,3.18,7520.63,14750.13,4486.36,7229.5
967,2026-01-24,5,6,5478.6,0.45,0.2,2464.93,2465.37,1369.65,0.44
968,2026-01-24,21,2,5236.2,4.11,2.65,20384.96,21520.78,7644.85,1135.82
969,2026-01-24,4,5,4895.0,1.26,0.7,6160.28,6167.7,2741.2,7.42
970,2026-01-24,7,6,3963.1,0.46,0.2,1587.42,1823.03,1030.41,235.61
971,2026-01-25,10,3,3324.2,3.49,2.49,7912.26,11601.46,3324.2,3689.2
972,2026-01-25,4,5,4774.8,1.22,0.71,4542.05,5825.26,2435.15,1283.21
973,2026-01-25,2,2,3814.9,4.17,2.74,9443.09,15908.13,5455.31,6465.04
974,2026-01-25,5,1,2699.2,4.55,3.19,9869.39,12281.36,3670.91,2411.97
975,2026-01-26,15,3,6970.8,3.64,2.57,17784.76,25373.71,7458.76,7588.95
976,2026-01-26,9,5,2150.8,1.16,0.72,610.17,2494.93,946.35,1884.76
977,2026-01-26,10,2,2945.1,4.15,2.77,8046.23,12222.16,4064.24,4175.93
978,2026-01-26,6,1,4335.7,4.71,3.1,9171.38,20421.15,6980.48,11249.77
979,2026-01-26,4,4,5050.1,2.4,1.59,8878.57,12120.24,4090.58,3241.67
980,2026-01-26,10,5,2794.7,1.22,0.72,1594.05,3409.53,1397.35,1815.48
981,2026-01-26,18,6,2568.3,0.46,0.2,936.53,1181.42,667.76,244.89
982,2026-01-26,8,3,5052.7,3.5,2.47,8772.62,17684.45,5204.28,8911.83
983,2026-01-26,21,6,2507.0,0.46,0.2,1157.64,1153.22,651.82,-4.42
984,2026-01-26,7,4,1420.2,2.24,1.63,2081.04,3181.25,866.32,1100.21
985,2026-01-27,9,4,2950.6,2.43,1.62,3076.8,7169.96,2389.99,4093.16
986,2026-01-27,10,4,4927.1,2.24,1.58,4147.02,11036.7,3251.89,6889.68
987,2026-01-28,4,5,5318.3,1.26,0.7,6726.06,6701.06,2978.25,-25.0
988,2026-01-29,12,4,3920.2,2.38,1.61,3280.61,9330.08,3018.55,6049.47
989,2026-01-29,23,1,4934.1,4.63,3.12,13312.58,22844.88,7450.49,9532.3
990,2026-01-29,5,6,4702.6,0.46,0.2,1663.14,2163.2,1222.68,500.06
991,2026-01-30,21,5,4471.8,1.19,0.68,5317.64,5321.44,2280.62,3.8
992,2026-01-30,10,6,4532.4,0.47,0.19,1047.38,2130.23,1269.07,1082.85
993,2026-01-31,6,5,2924.9,1.21,0.7,2119.76,3539.13,1491.7,1419.37
994,2026-01-31,8,2,4124.8,4.11,2.73,10035.96,16952.93,5692.22,6916.97
995,2026-01-31,17,1,3743.0,4.48,3.12,7758.15,16768.64,5090.48,9010.49
996,2026-01-31,2,3,4044.7,3.52,2.45,10848.27,14237.34,4327.83,3389.07
997,2026-01-31,12,1,3524.0,4.82,3.14,9795.41,16985.68,5920.32,7190.27
998,2026-01-31,20,4,2204.6,2.32,1.55,4593.45,5114.67,1697.54,521.22
999,2026-02-01,3,2,3746.9,3.94,2.64,8460.78,14762.79,4870.97,6302.01
1000,2026-02-01,21,6,3354.3,0.47,0.2,1441.03,1576.52,905.66,135.49
1001,2026-02-01,8,1,1567.1,4.51,3.19,2470.63,7067.62,2068.57,4596.99
1002,2026-02-01,4,5,4732.8,1.17,0.69,5534.1,5537.38,2271.74,3.28
1003,2026-02-01,9,6,4702.5,0.46,0.2,1216.29,2163.15,1222.65,946.86
1004,2026-02-02,14,3,3200.6,3.77,2.56,10154.1,12066.26,3872.73,1912.16
1005,2026-02-03,4,5,4102.5,1.17,0.72,4803.16,4799.92,1846.12,-3.24
1006,2026-02-03,25,4,6971.6,2.36,1.6,15867.87,16452.98,5298.42,585.11
1007,2026-02-03,11,2,4038.8,4.12,2.71,8975.01,16639.86,5694.71,7664.85
1008,2026-02-04,5,4,2487.3,2.37,1.61,4487.27,5894.9,1890.35,1407.63
1009,2026-02-04,19,3,4777.8,3.46,2.47,11884.87,16531.19,4730.02,4646.32
1010,2026-02-05,19,2,1724.4,3.89,2.74,4143.72,6707.92,1983.06,2564.2
1011,2026-02-05,11,6,3820.4,0.47,0.21,1507.3,1795.59,993.3,288.29
1012,2026-02-05,2,4,2434.6,2.32,1.64,4442.22,5648.27,1655.53,1206.05
1013,2026-02-06,7,4,1689.4,2.27,1.58,3311.02,3834.94,1165.69,523.92
1014,2026-02-06,16,1,974.4,4.71,3.16,2542.84,4589.42,1510.32,2046.58
1015,2026-02-06,23,1,1789.8,4.76,3.12,3914.41,8519.45,2935.27,4605.04
1016,2026-02-06,23,3,3739.7,3.58,2.48,9828.18,13388.13,4113.67,3559.95
1017,2026-02-06,23,3,5766.1,3.7,2.47,13201.95,21334.57,7092.3,8132.62
1018,2026-02-06,9,6,3659.2,0.46,0.2,574.24,1683.23,951.39,1108.99
1019,2026-02-06,15,1,3072.8,4.68,3.11,11121.89,14380.7,4824.3,3258.81
1020,2026-02-07,13,5,4802.5,1.15,0.71,4969.42,5522.88,2113.1,553.46
1021,2026-02-07,9,5,2814.6,1.22,0.69,1707.26,3433.81,1491.74,1726.55
1022,2026-02-08,1,2,2519.7,3.93,2.69,8330.13,9902.42,3124.43,1572.29
1023,2026-02-08,21,6,3902.7,0.47,0.2,1835.19,1834.27,1053.73,-0.92
1024,2026-02-08,16,1,4706.8,4.8,3.04,9477.36,22592.64,8283.97,13115.28
1025,2026-02-08,13,4,2550.3,2.32,1.57,4128.21,5916.7,1912.72,1788.49
1026,2026-02-08,13,1,4263.0,4.43,3.03,18888.91,18885.09,5968.2,-3.82
1027,2026-02-08,17,6,4873.3,0.47,0.2,1579.05,2290.45,1315.79,711.4
1028,2026-02-08,21,6,4532.0,0.45,0.2,1782.52,2039.4,1133.0,256.88
1029,2026-02-08,8,1,3636.6,4.5,3.19,7806.79,16364.7,4763.95,8557.91
1030,2026-02-08,21,4,2813.8,2.34,1.64,6583.39,6584.29,1969.66,0.9
1031,2026-02-09,21,5,2263.4,1.25,0.71,2561.82,2829.25,1222.24,267.43
1032,2026-02-09,2,4,5120.4,2.29,1.56,10277.71,11725.72,3737.89,1448.01
1033,2026-02-09,10,6,1372.5,0.44,0.2,360.33,603.9,329.4,243.57
1034,2026-02-09,21,3,3211.8,3.66,2.44,11496.11,11755.19,3918.4,259.08
1035,2026-02-09,10,4,1833.3,2.25,1.64,2307.56,4124.92,1118.31,1817.36
1036,2026-02-09,5,4,3773.5,2.34,1.57,7935.04,8829.99,2905.59,894.95
1037,2026-02-10,25,1,929.4,4.47,3.07,3862.15,4154.42,1301.16,292.27
1038,2026-02-10,15,5,4792.8,1.17,0.68,3213.64,5607.58,2348.47,2393.94
1039,2026-02-10,23,4,2626.3,2.31,1.64,3794.21,6066.75,1759.62,2272.54
1040,2026-02-10,7,2,2232.2,4.21,2.72,8076.24,9397.56,3325.98,1321.32
1041,2026-02-10,25,1,3008.4,4.78,3.04,14380.78,14380.15,5234.62,-0.63
1042,2026-02-10,19,5,6488.4,1.26,0.71,7102.88,8175.38,3568.62,1072.5
1043,2026-02-10,24,5,4103.8,1.16,0.68,4764.68,4760.41,1969.82,-4.27
1044,2026-02-10,6,6,5137.3,0.43,0.2,1491.51,2209.04,1181.58,717.53
1045,2026-02-11,4,5,3853.8,1.23,0.69,4732.6,4740.17,2081.05,7.57
1046,2026-02-11,25,4,4880.0,2.23,1.58,10893.38,10882.4,3172.0,-10.98
1047,2026-02-12,3,1,1358.9,4.64,3.05,4542.48,6305.3,2160.65,1762.82
1048,2026-02-13,2,3,3089.6,3.63,2.43,8020.44,11215.25,3707.52,3194.81
1049,2026-02-13,1,6,1895.3,0.45,0.2,741.54,852.88,473.82,111.34
1050,2026-02-13,18,2,3399.3,4.15,2.63,11412.29,14107.1,5166.94,2694.81
1051,2026-02-13,24,5,2728.4,1.18,0.72,2442.66,3219.51,1255.06,776.85
1052,2026-02-13,15,2,2176.9,3.99,2.65,7785.92,8685.83,2917.05,899.91
1053,2026-02-14,11,3,4087.4,3.57,2.49,9894.24,14592.02,4414.39,4697.78
1054,2026-02-14,21,5,2518.3,1.19,0.7,2987.58,2996.78,1233.97,9.2
1055,2026-02-14,9,2,4916.7,4.23,2.67,14611.95,20797.64,7670.05,6185.69
1056,2026-02-14,8,5,4239.9,1.22,0.7,2877.76,5172.68,2204.75,2294.92
1057,2026-02-14,7,5,3420.5,1.26,0.71,3329.99,4309.83,1881.28,979.84
1058,2026-02-15,2,1,3870.6,4.68,3.07,12452.36,18114.41,6231.67,5662.05
1059,2026-02-16,21,4,3612.7,2.32,1.6,8165.76,8381.46,2601.14,215.7
1060,2026-02-16,1,1,2840.2,4.42,3.1,12558.24,12553.68,3749.06,-4.56
1061,2026-02-16,21,3,6183.2,3.61,2.46,22307.38,22321.35,7110.68,13.97
1062,2026-02-16,17,6,6240.7,0.45,0.2,1566.1,2808.32,1560.18,1242.22
1063,2026-02-17,2,2,4477.9,4.14,2.67,11354.69,18538.51,6582.51,7183.82
1064,2026-02-17,25,4,2720.0,2.37,1.59,6455.29,6446.4,2121.6,-8.89
1065,2026-02-17,10,1,3799.1,4.88,3.18,8975.98,18539.61,6458.47,9563.63
1066,2026-02-17,25,3,1954.8,3.64,2.52,5858.31,7115.47,2189.38,1257.16
1067,2026-02-17,17,3,1985.0,3.82,2.54,2223.17,7582.7,2540.8,5359.53
1068,2026-02-18,13,2,2060.6,4.21,2.7,6564.82,8675.13,3111.51,2110.31
1069,2026-02-18,5,6,3673.0,0.44,0.2,1605.27,1616.12,881.52,10.85
1070,2026-02-18,12,4,3147.1,2.31,1.59,3667.57,7269.8,2265.91,3602.23
1071,2026-02-18,1,5,2115.3,1.21,0.68,1950.88,2559.51,1121.11,608.63
1072,2026-02-18,4,4,3662.9,2.34,1.64,6983.11,8571.19,2564.03,1588.08
1073,2026-02-18,12,2,4636.4,3.91,2.77,8572.58,18128.32,5285.5,9555.74
1074,2026-02-18,16,6,3532.8,0.45,0.2,1005.6,1589.76,883.2,584.16
1075,2026-02-19,4,2,2956.8,4.0,2.63,8953.01,11827.2,4050.82,2874.19
1076,2026-02-19,1,3,5287.6,3.8,2.57,16066.39,20092.88,6503.75,4026.49
1077,2026-02-19,15,5,2835.3,1.26,0.7,2104.86,3572.48,1587.77,1467.62
1078,2026-02-19,6,4,4477.8,2.23,1.63,7303.02,9985.49,2686.68,2682.47
1079,2026-02-20,20,1,4571.4,4.81,3.12,21988.83,21988.43,7725.67,-0.4
1080,2026-02-20,8,5,5242.4,1.27,0.68,4798.47,6657.85,3093.02,1859.38
1081,2026-02-20,4,5,5579.9,1.17,0.68,6523.43,6528.48,2734.15,5.05
1082,2026-02-21,10,1,1107.1,4.62,3.16,2718.53,5114.8,1616.37,2396.27
1083,2026-02-21,14,2,1670.4,4.12,2.73,2168.27,6882.05,2321.86,4713.78
1084,2026-02-22,22,1,4888.1,4.46,3.15,13228.83,21800.93,6403.41,8572.1
1085,2026-02-22,2,2,3712.1,4.16,2.78,12647.34,15442.34,5122.7,2795.0
1086,2026-02-22,25,2,3446.2,4.05,2.77,13951.25,13957.11,4411.14,5.86
1087,2026-02-22,25,4,2647.2,2.33,1.6,5891.03,6167.98,1932.46,276.95
1088,2026-02-23,15,3,5590.7,3.61,2.53,17772.18,20182.43,6037.96,2410.25
1089,2026-02-23,12,1,1164.0,4.77,3.06,2217.8,5552.28,1990.44,3334.48
1090,2026-02-23,7,3,3296.1,3.67,2.49,11532.41,12096.69,3889.4,564.28
1091,2026-02-23,17,3,6121.0,3.48,2.52,9680.73,21301.08,5876.16,11620.35
1092,2026-02-23,19,3,3671.7,3.48,2.48,10213.44,12777.52,3671.7,2564.08
1093,2026-02-23,21,5,3883.3,1.22,0.69,4719.32,4737.63,2058.15,18.31
1094,2026-02-23,25,2,3472.9,4.04,2.69,14046.84,14030.52,4688.42,-16.32
1095,2026-02-23,10,5,5869.7,1.23,0.71,6201.11,7219.73,3052.24,1018.62
1096,2026-02-24,16,4,3442.0,2.37,1.61,6639.91,8157.54,2615.92,1517.63
1097,2026-02-25,17,5,3301.4,1.18,0.72,2016.67,3895.65,1518.64,1878.98
1098,2026-02-25,4,1,1491.1,4.81,3.08,6016.29,7172.19,2579.6,1155.9
1099,2026-02-25,23,5,3977.4,1.27,0.69,2674.17,5051.3,2306.89,2377.13
1100,2026-02-25,25,1,5820.5,4.83,3.08,28141.36,28113.02,10185.88,-28.34
1101,2026-02-25,20,4,3043.0,2.43,1.61,7007.28,7394.49,2495.26,387.21
1102,2026-02-25,9,3,1845.4,3.62,2.56,2113.18,6680.35,1956.12,4567.17
1103,2026-02-26,10,6,1614.8,0.47,0.2,461.45,758.96,436.0,297.51
1104,2026-02-26,20,4,4219.3,2.42,1.58,10193.88,10210.71,3544.21,16.83
1105,2026-02-26,16,3,2416.5,3.54,2.46,3058.03,8554.41,2609.82,5496.38
1106,2026-02-27,17,4,2720.3,2.3,1.58,3333.44,6256.69,1958.62,2923.25
1107,2026-02-27,22,2,2418.7,4.03,2.77,3404.34,9747.36,3047.56,6343.02
1108,2026-02-27,9,4,2230.0,2.29,1.6,1586.87,5106.7,1538.7,3519.83
1109,2026-02-28,20,6,2964.7,0.46,0.2,1361.02,1363.76,770.82,2.74
1110,2026-02-28,21,3,4783.0,3.65,2.54,15721.84,17457.95,5309.13,1736.11
1111,2026-03-01,1,2,2714.8,3.88,2.74,10205.47,10533.42,3094.87,327.95
1112,2026-03-01,12,1,2656.2,4.76,3.17,6474.44,12643.51,4223.36,6169.07
1113,2026-03-01,24,6,4456.0,0.47,0.2,1986.02,2094.32,1203.12,108.3
1114,2026-03-01,14,3,2966.8,3.57,2.55,9219.24,10591.48,3026.14,1372.24
1115,2026-03-01,21,1,2151.4,4.8,3.1,9918.47,10326.72,3657.38,408.25
1116,2026-03-01,25,5,4754.0,1.18,0.71,5592.83,5609.72,2234.38,16.89
1117,2026-03-01,24,4,2394.5,2.29,1.63,5478.18,5483.4,1580.37,5.22
1118,2026-03-02,5,2,5494.1,3.96,2.67,18544.55,21756.64,7087.39,3212.09
1119,2026-03-02,1,5,6512.2,1.21,0.68,7455.49,7879.76,3451.47,424.27
1120,2026-03-02,6,2,3504.5,3.95,2.68,10981.19,13842.78,4450.72,2861.59
1121,2026-03-03,14,6,922.7,0.47,0.2,234.42,433.67,249.13,199.25
1122,2026-03-03,13,6,2535.8,0.45,0.2,1042.53,1141.11,633.95,98.58
1123,2026-03-03,18,3,4237.0,3.48,2.5,12037.28,14744.76,4152.26,2707.48
1124,2026-03-04,14,5,4645.9,1.18,0.68,3845.72,5482.16,2322.95,1636.44
1125,2026-03-04,20,4,3185.9,2.25,1.61,7178.86,7168.28,2038.98,-10.58
1126,2026-03-04,1,4,5243.8,2.25,1.58,9096.14,11798.55,3513.35,2702.41
1127,2026-03-04,1,4,2518.4,2.4,1.64,3848.95,6044.16,1913.98,2195.21
1128,2026-03-04,5,2,3561.1,3.85,2.74,12257.35,13710.24,3952.82,1452.89
1129,2026-03-05,19,3,5823.4,3.64,2.47,20921.91,21197.18,6813.38,275.27
1130,2026-03-05,10,5,4555.7,1.22,0.7,3102.84,5557.95,2368.96,2455.11
1131,2026-03-05,25,5,1019.9,1.23,0.69,1250.27,1254.48,550.75,4.21
1132,2026-03-05,3,1,4128.0,4.69,3.06,13966.38,19360.32,6728.64,5393.94
1133,2026-03-05,8,2,1611.3,3.86,2.71,4479.73,6219.62,1853.0,1739.89
1134,2026-03-05,21,5,6597.0,1.25,0.7,7980.95,8246.25,3628.35,265.3
1135,2026-03-05,5,1,5283.9,4.85,3.14,25620.86,25626.91,9035.47,6.05
1136,2026-03-06,18,5,5463.5,1.23,0.71,4759.7,6720.1,2841.02,1960.4
1137,2026-03-06,12,1,1985.2,4.7,3.07,2997.68,9330.44,3235.88,6332.76
1138,2026-03-06,8,5,1555.7,1.24,0.71,1188.17,1929.07,824.52,740.9
1139,2026-03-06,23,4,5402.5,2.36,1.63,9171.26,12749.9,3943.82,3578.64
1140,2026-03-06,14,6,5788.4,0.47,0.2,2270.29,2720.55,1562.87,450.26
1141,2026-03-06,9,1,3010.4,4.63,3.17,7303.8,13938.15,4395.18,6634.35
1142,2026-03-06,17,3,6492.1,3.6,2.48,9430.33,23371.56,7271.15,13941.23
1143,2026-03-06,15,3,7455.7,3.56,2.49,25595.76,26542.29,7977.6,946.53
1144,2026-03-06,6,2,7082.1,3.96,2.75,17331.19,28045.12,8569.34,10713.93
1145,2026-03-06,11,2,2084.6,3.97,2.73,3861.51,8275.86,2584.9,4414.35
1146,2026-03-06,7,5,3677.9,1.22,0.71,3633.52,4487.04,1875.73,853.52
1147,2026-03-07,15,5,4588.9,1.22,0.72,5449.53,5598.46,2294.45,148.93
1148,2026-03-07,8,2,3527.1,4.12,2.74,5006.89,14531.65,4867.4,9524.76
1149,2026-03-07,5,2,1679.4,3.98,2.77,6688.53,6684.01,2032.07,-4.52
1150,2026-03-07,8,2,5312.4,3.86,2.76,8154.62,20505.86,5843.64,12351.24
1151,2026-03-07,3,2,4652.1,3.96,2.7,8879.16,18422.32,5861.65,9543.16
1152,2026-03-07,23,6,4059.4,0.47,0.21,1117.17,1907.92,1055.44,790.75
1153,2026-03-08,16,3,6048.6,3.7,2.55,10294.83,22379.82,6955.89,12084.99
1154,2026-03-08,22,3,4838.9,3.63,2.43,13314.36,17565.21,5806.68,4250.85
1155,2026-03-08,8,2,1720.3,4.07,2.68,5357.64,7001.62,2391.22,1643.98
1156,2026-03-08,3,2,3344.0,3.92,2.64,10195.7,13108.48,4280.32,2912.78
1157,2026-03-08,13,4,4050.6,2.38,1.64,8973.7,9640.43,2997.44,666.73
1158,2026-03-09,9,1,5901.4,4.66,3.03,19687.71,27500.52,9619.28,7812.81
1159,2026-03-09,4,6,3598.0,0.43,0.2,1199.94,1547.14,827.54,347.2
1160,2026-03-09,11,5,4696.2,1.16,0.71,2107.23,5447.59,2113.29,3340.36
1161,2026-03-09,23,1,1627.1,4.42,3.17,4385.73,7191.78,2033.88,2806.05
1162,2026-03-10,5,3,3537.0,3.69,2.49,9387.7,13051.53,4244.4,3663.83
1163,2026-03-10,15,2,6006.1,4.11,2.73,15809.01,24685.07,8288.42,8876.06
1164,2026-03-10,22,5,3498.6,1.25,0.69,2429.59,4373.25,1959.22,1943.66
1165,2026-03-10,4,6,2454.0,0.44,0.2,1031.19,1079.76,588.96,48.57
1166,2026-03-10,6,3,2309.3,3.53,2.53,6182.1,8151.83,2309.3,1969.73
1167,2026-03-11,11,3,4349.3,3.65,2.5,10792.92,15874.94,5001.7,5082.02
1168,2026-03-11,3,2,3409.0,4.03,2.72,6918.46,13738.27,4465.79,6819.81
1169,2026-03-11,21,2,3025.8,4.16,2.67,12574.71,12587.33,4508.44,12.62
1170,2026-03-11,25,2,3688.6,4.05,2.63,12890.79,14938.83,5237.81,2048.04
1171,2026-03-11,9,3,4338.8,3.49,2.57,4574.66,15142.41,3991.7,10567.75
1172,2026-03-12,22,1,4695.9,4.58,3.15,8437.06,21507.22,6715.14,13070.16
1173,2026-03-12,21,2,2019.2,3.91,2.67,6835.07,7895.07,2503.81,1060.0
1174,2026-03-12,12,6,5350.3,0.44,0.2,1060.29,2354.13,1284.07,1293.84
1175,2026-03-12,13,1,812.5,4.42,3.07,2669.56,3591.25,1096.88,921.69
1176,2026-03-12,23,5,5158.0,1.27,0.71,3843.28,6550.66,2888.48,2707.38
1177,2026-03-12,11,6,4029.7,0.44,0.2,1319.29,1773.07,967.13,453.78
1178,2026-03-12,13,1,3690.2,4.86,3.19,13168.5,17934.37,6162.63,4765.87
1179,2026-03-13,12,3,918.4,3.74,2.49,901.55,3434.82,1148.0,2533.27
1180,2026-03-13,21,3,2609.5,3.67,2.47,8998.11,9576.86,3131.4,578.75
1181,2026-03-13,3,5,4964.3,1.18,0.71,5880.59,5857.87,2333.22,-22.72
1182,2026-03-13,10,6,3740.0,0.47,0.2,1236.26,1757.8,1009.8,521.54
1183,2026-03-14,8,3,4310.3,3.57,2.48,7662.74,15387.77,4698.23,7725.03
1184,2026-03-14,21,2,3164.5,3.93,2.67,8944.02,12436.48,3987.27,3492.46
1185,2026-03-14,6,2,3641.2,4.15,2.63,11099.32,15110.98,5534.62,4011.66
1186,2026-03-14,8,3,4580.9,3.49,2.51,6355.82,15987.34,4489.28,9631.52
1187,2026-03-15,8,6,3035.2,0.47,0.19,599.41,1426.54,849.86,827.13
1188,2026-03-15,3,5,4238.7,1.16,0.71,3009.68,4916.89,1907.41,1907.21
1189,2026-03-15,12,3,2864.5,3.53,2.52,4586.88,10111.68,2893.14,5524.8
1190,2026-03-15,22,1,4005.4,4.47,3.15,13310.59,17904.14,5287.13,4593.55
1191,2026-03-15,3,4,6651.9,2.43,1.63,13227.06,16164.12,5321.52,2937.06
1192,2026-03-16,6,4,2729.9,2.26,1.58,3006.4,6169.57,1856.33,3163.17
1193,2026-03-16,17,6,4964.4,0.47,0.19,1425.96,2333.27,1390.03,907.31
1194,2026-03-17,8,2,2147.7,3.87,2.75,5033.0,8311.6,2405.42,3278.6
1195,2026-03-17,5,6,2225.3,0.46,0.2,1019.97,1023.64,578.58,3.67
1196,2026-03-17,15,5,3338.8,1.23,0.69,3672.48,4106.72,1802.95,434.24
1197,2026-03-17,9,3,3724.3,3.48,2.56,3731.62,12960.56,3426.36,9228.94
1198,2026-03-18,22,6,2849.7,0.44,0.2,427.49,1253.87,683.93,826.38
1199,2026-03-18,9,1,2849.8,4.78,3.05,6542.84,13622.04,4930.15,7079.2
1200,2026-03-18,4,5,623.3,1.23,0.69,510.31,766.66,336.58,256.35
1201,2026-03-18,16,1,4217.7,4.75,3.07,10517.98,20034.08,7085.74,9516.1
1202,2026-03-18,16,6,3604.1,0.46,0.2,539.25,1657.89,937.07,1118.64
1203,2026-03-19,15,2,2624.5,3.92,2.78,7084.36,10288.04,2991.93,3203.68
1204,2026-03-19,7,3,2942.8,3.63,2.44,9214.0,10682.36,3501.93,1468.36
1205,2026-03-19,2,2,2089.6,3.94,2.63,3676.62,8233.02,2737.38,4556.4
1206,2026-03-19,22,3,4121.0,3.47,2.54,8557.87,14299.87,3832.53,5742.0
1207,2026-03-20,2,2,5441.9,3.95,2.74,16747.95,21495.5,6584.7,4747.55
1208,2026-03-20,5,4,2979.9,2.28,1.6,6804.49,6794.17,2026.33,-10.32
1209,2026-03-20,21,1,4336.4,4.64,3.1,20106.36,20120.9,6678.06,14.54
1210,2026-03-20,10,6,348.8,0.44,0.19,102.47,153.47,87.2,51.0
1211,2026-03-21,22,4,5388.3,2.25,1.56,8117.08,12123.68,3717.93,4006.6
1212,2026-03-21,11,6,200.0,0.46,0.2,59.07,92.0,52.0,32.93
1213,2026-03-23,19,2,2675.7,3.9,2.63,7849.34,10435.23,3398.14,2585.89
1214,2026-03-23,14,4,5274.9,2.28,1.6,6494.77,12026.77,3586.93,5532.0
1215,2026-03-23,3,6,4780.5,0.44,0.2,1233.25,2103.42,1147.32,870.17
1216,2026-03-24,10,4,2303.7,2.24,1.6,2784.62,5160.29,1474.37,2375.67
1217,2026-03-24,10,6,2974.5,0.46,0.2,966.31,1368.27,773.37,401.96
1218,2026-03-24,15,5,3142.9,1.22,0.7,3083.07,3834.34,1634.31,751.27
1219,2026-03-24,4,4,2312.8,2.43,1.58,4577.43,5620.1,1965.88,1042.67
1220,2026-03-24,3,1,4473.9,4.61,3.17,13057.37,20624.68,6442.42,7567.31
1221,2026-03-24,20,6,3910.7,0.46,0.2,1812.38,1798.92,1016.78,-13.46
